域,row,intent,query,gold_tool,gold_params,pred_tool,pred_params,tool_ok,param_ok,both_ok,param_diff
音乐,音乐31,music_song_search,海信小聚00后热歌榜的歌曲,fan_knowledge_agent,,fan_knowledge_agent,"{""query"": ""搜索00后热歌榜的歌曲""}",Y,Y,Y,
音乐,音乐32,music_song_search,播放喜庆的音乐,music_song_search,"{""retext"": ""播放喜庆的音乐"", ""tag"": [""喜庆""]}",music_song_search,"{""retext"": ""播放喜庆的音乐"", ""tag"": [""喜庆""]}",Y,Y,Y,
音乐,音乐27,music_kg_ksong_search,我要唱歌曲，新不了情,music_ksong_search,"{""retext"": ""我要唱歌曲，新不了情"", ""song"": [""新不了情""]}",music_ksong_search,"{""retext"": ""我要唱歌曲，新不了情"", ""song"": [""新不了情""]}",Y,Y,Y,
音乐,音乐33,music_song_search,播放想见你的插曲,music_song_search,"{""ip"": [""想见你""], ""retext"": ""播放想见你的插曲""}",music_song_search,"{""ip"": [""想见你""], ""retext"": ""播放想见你的插曲""}",Y,Y,Y,
音乐,音乐34,music_song_search,播放抒情音乐,music_song_search,"{""retext"": ""播放抒情音乐"", ""tag"": [""抒情""]}",music_song_search,"{""retext"": ""播放抒情音乐"", ""tag"": [""抒情""]}",Y,Y,Y,
音乐,音乐35,music_song_search,"听一首歌曲""十年之后，我们是朋友""",music_song_search,"{""lyrics"": [""十年之后我们是朋友""], ""retext"": ""听一首歌曲\""十年之后，我们是朋友\""""}",music_song_search,"{""lyrics"": [""十年之后我们是朋友""], ""retext"": ""听一首歌曲\""十年之后，我们是朋友\""""}",Y,Y,Y,
音乐,音乐36,music_song_search,我想听YouTube音乐排行榜的歌,fan_knowledge_agent,,fan_knowledge_agent,"{""query"": ""搜索YouTube音乐排行榜的歌曲""}",Y,Y,Y,
音乐,音乐38,music_song_search,帮我放速度与激情的主题曲,music_song_search,"{""ip"": [""速度与激情""], ""retext"": ""帮我放速度与激情的主题曲""}",music_song_search,"{""ip"": [""速度与激情""], ""retext"": ""帮我放速度与激情的主题曲""}",Y,Y,Y,
音乐,音乐37,music_song_search,放华语歌，不用花钱的,music_song_search,"{""retext"": ""放华语歌，不用花钱的"", ""tag"": [""华语""], ""version"": [""免费版""]}",music_song_search,"{""retext"": ""放华语歌，不用花钱的"", ""tag"": [""华语""], ""version"": [""免费版""]}",Y,Y,Y,
音乐,音乐41,music_song_search,播放喊麦歌曲,music_song_search,"{""retext"": ""播放喊麦歌曲"", ""tag"": [""喊麦""]}",music_song_search,"{""retext"": ""播放喊麦歌曲"", ""tag"": [""喊麦""]}",Y,Y,Y,
音乐,音乐42,music_song_search,放开心锤锤动漫的片头曲,music_song_search,"{""ip"": [""开心锤锤""], ""retext"": ""放开心锤锤动漫的片头曲""}",music_song_search,"{""ip"": [""开心锤锤""], ""retext"": ""放开心锤锤动漫的片头曲""}",Y,Y,Y,
音乐,音乐40,music_song_search,"来一个歌曲，歌词是 ""窗外的麻雀，在电线杆上多嘴""",music_song_search,,music_song_search,"{""query"": ""搜索歌词是窗外的麻雀在电线杆上多嘴的歌曲""}",Y,Y,Y,
音乐,音乐43,music_song_search,孙楠和那英唱的歌,music_song_search,"{""retext"": ""孙楠和那英唱的歌"", ""singer"": [""孙楠"", ""那英""]}",music_song_search,"{""retext"": ""孙楠和那英唱的歌"", ""singer"": [""孙楠"", ""那英""]}",Y,Y,Y,
音乐,音乐44,music_song_search,我想听龚玥的十送红军,music_song_search,"{""retext"": ""我想听龚玥的十送红军"", ""singer"": [""龚玥""], ""song"": [""十送红军""]}",music_song_search,"{""retext"": ""我想听龚玥的十送红军"", ""singer"": [""龚玥""], ""song"": [""十送红军""]}",Y,Y,Y,
音乐,音乐46,music_song_search,我想听雨一直下里的音乐,music_song_search,"{""album"": [""雨一直下""], ""retext"": ""我想听雨一直下里的音乐""}",music_song_search,"{""album"": [""雨一直下""], ""retext"": ""我想听雨一直下里的音乐""}",Y,Y,Y,
音乐,音乐45,music_song_search,播放专辑一场游戏一场梦,music_song_search,"{""album"": [""一场游戏一场梦""], ""retext"": ""播放专辑一场游戏一场梦""}",music_song_search,"{""album"": [""一场游戏一场梦""], ""retext"": ""播放专辑一场游戏一场梦""}",Y,Y,Y,
音乐,音乐47,music_song_search,欧美地区的音乐,music_song_search,"{""retext"": ""欧美地区的音乐"", ""tag"": [""欧美""]}",music_song_search,"{""retext"": ""欧美地区的音乐"", ""tag"": [""欧美""]}",Y,Y,Y,
音乐,音乐48,music_song_search,经典的男女对唱歌曲,music_song_search,"{""retext"": ""经典的男女对唱歌曲"", ""tag"": [""对唱"", ""经典""]}",music_song_search,"{""retext"": ""经典的男女对唱歌曲"", ""tag"": [""对唱"", ""经典""]}",Y,Y,Y,
音乐,音乐49,music_song_search,播放陈奕迅的歌，不要付费的,music_song_search,"{""retext"": ""播放陈奕迅的歌，不要付费的"", ""singer"": [""陈奕迅""], ""version"": [""免费版""]}",music_song_search,"{""retext"": ""播放陈奕迅的歌，不要付费的"", ""singer"": [""陈奕迅""], ""version"": [""免费版""]}",Y,Y,Y,
音乐,音乐50,music_song_search,古装剧的OST歌曲,music_song_search,"{""retext"": ""古装剧的OST歌曲"", ""tag"": [""古装剧ost""]}",music_song_search,"{""retext"": ""古装剧的OST歌曲"", ""tag"": [""古装剧ost""]}",Y,Y,Y,
音乐,音乐51,music_song_search,林若宁填词的歌曲,music_song_search,"{""lyricist"": [""林若宁""], ""retext"": ""林若宁填词的歌曲""}",music_song_search,"{""lyricist"": [""林若宁""], ""retext"": ""林若宁填词的歌曲""}",Y,Y,Y,
音乐,音乐52,music_song_search,迈克尔杰克逊演唱会经典曲目,music_song_search,"{""retext"": ""迈克尔杰克逊演唱会经典曲目"", ""singer"": [""迈克尔杰克逊""], ""tag"": [""演唱会"", ""经典""]}",music_song_search,"{""retext"": ""迈克尔杰克逊演唱会经典曲目"", ""singer"": [""迈克尔杰克逊""], ""tag"": [""演唱会"", ""经典""]}",Y,Y,Y,
音乐,音乐53,music_song_search,给我找‌新世纪音乐,music_song_search,"{""retext"": ""给我找‌新世纪音乐"", ""tag"": [""新世纪音乐""]}",music_song_search,"{""retext"": ""给我找‌新世纪音乐"", ""tag"": [""新世纪音乐""]}",Y,Y,Y,
音乐,音乐54,music_song_search,唱周华健专辑,music_song_search,"{""retext"": ""唱周华健专辑"", ""singer"": [""周华健""]}",music_song_search,"{""retext"": ""唱周华健专辑"", ""singer"": [""周华健""]}",Y,Y,Y,
音乐,音乐55,music_song_search,00后DJ版音乐,music_song_search,"{""retext"": ""00后DJ版音乐"", ""tag"": [""00后""], ""version"": [""dj版""]}",music_song_search,"{""retext"": ""00后DJ版音乐"", ""tag"": [""00后""], ""version"": [""dj版""]}",Y,Y,Y,
音乐,音乐56,music_song_search,有没有环保公益主题的音乐,music_song_search,"{""retext"": ""有没有环保公益主题的音乐"", ""tag"": [""环保公益""]}",music_song_search,"{""retext"": ""有没有环保公益主题的音乐"", ""tag"": [""环保公益""]}",Y,Y,Y,
音乐,音乐57,music_song_search,来一首歌曲MORE MORE JUMP,music_song_search,"{""retext"": ""来一首歌曲MORE MORE JUMP"", ""song"": [""MORE MORE JUMP""]}",music_song_search,"{""retext"": ""来一首歌曲MORE MORE JUMP"", ""song"": [""MORE MORE JUMP""]}",Y,Y,Y,
音乐,音乐58,music_song_search,为我播放原谅我年轻不懂爱的音乐,music_song_search,"{""retext"": ""为我播放原谅我年轻不懂爱的音乐"", ""song"": [""原谅我年轻不懂爱""]}",music_song_search,"{""retext"": ""为我播放原谅我年轻不懂爱的音乐"", ""song"": [""原谅我年轻不懂爱""]}",Y,Y,Y,
音乐,音乐59,music_song_search,我想听琅琊榜电视剧的歌,music_song_search,"{""ip"": [""琅琊榜""], ""retext"": ""我想听琅琊榜电视剧的歌""}",music_song_search,"{""ip"": [""琅琊榜""], ""retext"": ""我想听琅琊榜电视剧的歌""}",Y,Y,Y,
音乐,音乐60,music_song_search,我要听进击的巨人的片头曲,music_song_search,"{""ip"": [""进击的巨人""], ""retext"": ""我要听进击的巨人的片头曲""}",music_song_search,"{""ip"": [""进击的巨人""], ""retext"": ""我要听进击的巨人的片头曲""}",Y,Y,Y,
音乐,音乐61,music_song_search,播放歌曲来不来都等你陈瑞演唱,music_song_search,"{""retext"": ""播放歌曲来不来都等你陈瑞演唱"", ""singer"": [""陈瑞""], ""song"": [""来不来都等你""]}",music_song_search,"{""retext"": ""播放歌曲来不来都等你陈瑞演唱"", ""singer"": [""陈瑞""], ""song"": [""来不来都等你""]}",Y,Y,Y,
音乐,音乐62,music_song_search,我要听免费的起风了伴奏版,music_song_search,"{""retext"": ""我要听免费的起风了伴奏版"", ""song"": [""起风了""], ""version"": [""伴奏版"", ""免费版""]}",music_song_search,"{""retext"": ""我要听免费的起风了伴奏版"", ""song"": [""起风了""], ""version"": [""伴奏版"", ""免费版""]}",Y,Y,Y,
音乐,音乐63,music_song_search,欧若拉的音乐,music_song_search,"{""retext"": ""欧若拉的音乐"", ""song"": [""欧若拉""]}",music_song_search,"{""retext"": ""欧若拉的音乐"", ""song"": [""欧若拉""]}",Y,Y,Y,
音乐,音乐39,music_song_search,推荐几首元旦节适合听的歌,music_song_search,"{""retext"": ""推荐几首元旦节适合听的歌"", ""tag"": [""元旦""]}",fan_knowledge_agent,"{""messages"": [{""content"": ""推荐几首元旦节适合听的歌"", ""role"": ""user""}], ""need_media"": true, ""riskRespStrategy"": ""all_replace"", ""sceneType"": ""knowledge_qa""}",N,N,N,"messages: gold= pred=[{""content"": ""推荐几首元旦节适合听的歌"", ""role"": ""user""}]; need_media: gold= pred=true; retext: gold=""推荐几首元旦节适合听的歌"" pred=; riskRespStrategy: gold= pred=""all_replace""; sceneType: gold= pred=""knowledge_qa""; tag: gold=[""元旦""] pred="
音乐,音乐64,music_song_search,小提琴演奏乐《梁祝》,music_song_search,"{""retext"": ""小提琴演奏乐《梁祝》"", ""song"": [""梁祝""], ""tag"": [""小提琴演奏""]}",music_song_search,"{""retext"": ""小提琴演奏乐《梁祝》"", ""song"": [""梁祝""], ""tag"": [""小提琴演奏""]}",Y,Y,Y,
音乐,音乐67,music_song_search,开心的歌,music_song_search,"{""retext"": ""开心的歌"", ""tag"": [""开心""]}",music_song_search,"{""retext"": ""开心的歌"", ""tag"": [""开心""]}",Y,Y,Y,
音乐,音乐68,music_song_search,换个一路向北,music_song_search,"{""retext"": ""换个一路向北"", ""song"": [""一路向北""]}",music_song_search,"{""retext"": ""换个一路向北"", ""song"": [""一路向北""]}",Y,Y,Y,
音乐,音乐69,music_song_search,我想听孙露的小小的太阳,music_song_search,"{""retext"": ""我想听孙露的小小的太阳"", ""singer"": [""孙露""], ""song"": [""小小的太阳""]}",music_song_search,"{""retext"": ""我想听孙露的小小的太阳"", ""singer"": [""孙露""], ""song"": [""小小的太阳""]}",Y,Y,Y,
音乐,音乐66,music_song_search,我要听 周杰伦或者林俊杰的歌,music_song_search,"{""retext"": ""我要听 周杰伦或者林俊杰的歌"", ""singer"": [""周杰伦"", ""林俊杰""]}",music_song_search,"{""retext"": ""我要听 周杰伦或者林俊杰的歌"", ""singer"": [""周杰伦""]}",Y,N,N,"singer: gold=[""周杰伦"", ""林俊杰""] pred=[""周杰伦""]"
音乐,音乐65,music_song_search,给我放点适合看书的，古典音乐或轻柔民谣吧,music_song_search,"{""retext"": ""播放朋友聚会时听的歌"", ""tag"": [""古典"", ""轻柔""]}",music_song_search,"{""retext"": ""给我放点适合看书的，古典音乐或轻柔民谣吧"", ""tag"": [""古典"", ""轻柔""]}",Y,N,N,"retext: gold=""播放朋友聚会时听的歌"" pred=""给我放点适合看书的，古典音乐或轻柔民谣吧"""
音乐,音乐70,music_song_search,播放歌曲疼爱妈妈蓝琪儿演唱,music_song_search,"{""retext"": ""播放歌曲疼爱妈妈蓝琪儿演唱"", ""singer"": [""蓝琪儿""], ""song"": [""疼爱妈妈""]}",music_song_search,"{""retext"": ""播放歌曲疼爱妈妈蓝琪儿演唱"", ""singer"": [""蓝琪儿""], ""song"": [""疼爱妈妈""]}",Y,Y,Y,
音乐,音乐71,music_song_search,刘德华梁朝伟一起唱的歌,music_song_search,"{""retext"": ""刘德华梁朝伟一起唱的歌"", ""singer"": [""刘德华"", ""梁朝伟""], ""tag"": [""合唱""]}",music_song_search,"{""retext"": ""刘德华梁朝伟一起唱的歌"", ""singer"": [""刘德华"", ""梁朝伟""], ""tag"": [""合唱""]}",Y,Y,Y,
音乐,音乐73,music_song_search,播放古典音乐,music_song_search,"{""retext"": ""播放古典音乐"", ""tag"": [""古典""]}",music_song_search,"{""retext"": ""播放古典音乐"", ""tag"": [""古典""]}",Y,Y,Y,
音乐,音乐72,music_song_search,播放《江南》专辑的全部歌曲,music_song_search,"{""album"": [""江南""], ""retext"": ""播放《江南》专辑的全部歌曲""}",music_song_search,"{""album"": [""江南""], ""retext"": ""播放《江南》专辑的全部歌曲""}",Y,Y,Y,
音乐,音乐74,music_song_search,给我放甄嬛传的片尾曲,music_song_search,"{""ip"": [""甄嬛传""], ""retext"": ""给我放甄嬛传的片尾曲""}",music_song_search,"{""ip"": [""甄嬛传""], ""retext"": ""给我放甄嬛传的片尾曲""}",Y,Y,Y,
音乐,音乐75,music_song_search,免费粤语音乐,music_song_search,"{""retext"": ""免费粤语音乐"", ""tag"": [""粤语""], ""version"": [""免费版""]}",music_song_search,"{""retext"": ""免费粤语音乐"", ""tag"": [""粤语""], ""version"": [""免费版""]}",Y,Y,Y,
音乐,音乐76,music_song_search,李健创作的民谣歌曲有哪些,music_song_search,"{""composer"": [""李健""], ""retext"": ""李健创作的民谣歌曲有哪些"", ""tag"": [""古典民谣""]}",music_song_search,"{""composer"": [""李健""], ""retext"": ""李健创作的民谣歌曲有哪些"", ""tag"": [""古典民谣""]}",Y,Y,Y,
音乐,音乐78,music_song_search,王菲伤感免费版,music_song_search,"{""retext"": ""王菲伤感免费版"", ""singer"": [""王菲""], ""tag"": [""伤感""], ""version"": [""免费版""]}",music_song_search,"{""retext"": ""王菲伤感免费版"", ""singer"": [""王菲""], ""tag"": [""伤感""], ""version"": [""免费版""]}",Y,Y,Y,
音乐,音乐77,music_song_search,我想听神雕侠侣刘亦菲的主题曲,music_song_search,"{""ip"": [""神雕侠侣""], ""retext"": ""我想听神雕侠侣刘亦菲的主题曲""}",music_song_search,"{""ip"": [""神雕侠侣""], ""retext"": ""我想听神雕侠侣刘亦菲的主题曲""}",Y,Y,Y,
音乐,音乐79,music_song_search,望海高歌专辑,music_song_search,"{""retext"": ""望海高歌专辑"", ""singer"": [""望海高歌""]}",music_song_search,"{""retext"": ""望海高歌专辑"", ""singer"": [""望海高歌""]}",Y,Y,Y,
音乐,音乐80,music_song_search,听滨崎步演唱会经典舞曲,music_song_search,"{""retext"": ""听滨崎步演唱会经典舞曲"", ""singer"": [""滨崎步""], ""tag"": [""演唱会"", ""经典舞曲""]}",music_song_search,"{""retext"": ""听滨崎步演唱会经典舞曲"", ""singer"": [""滨崎步""], ""tag"": [""经典舞曲"", ""演唱会""]}",Y,Y,Y,
音乐,音乐81,music_song_search,搜索Super Star的歌曲,music_song_search,"{""retext"": ""搜索Super Star的歌曲"", ""song"": [""super star""]}",music_song_search,"{""retext"": ""搜索Super Star的歌曲"", ""song"": [""super star""]}",Y,Y,Y,
音乐,音乐82,music_song_search,你好我要听好汉歌,music_song_search,"{""retext"": ""你好我要听好汉歌"", ""song"": [""好汉歌""]}",music_song_search,"{""retext"": ""你好我要听好汉歌"", ""song"": [""好汉歌""]}",Y,Y,Y,
音乐,音乐83,music_song_search,播放我要的幸福专辑歌曲,music_song_search,"{""album"": [""我要的幸福""], ""retext"": ""播放我要的幸福专辑歌曲""}",music_song_search,"{""album"": [""我要的幸福""], ""retext"": ""播放我要的幸福专辑歌曲""}",Y,Y,Y,
音乐,音乐84,music_song_search,播放朋友聚会时听的歌,music_song_search,"{""retext"": ""播放朋友聚会时听的歌"", ""tag"": [""聚会""]}",music_song_search,"{""retext"": ""播放朋友聚会时听的歌"", ""tag"": [""聚会""]}",Y,Y,Y,
音乐,音乐85,music_song_search,疯狂动物城歌曲免费版,music_song_search,"{""ip"": [""疯狂动物城""], ""retext"": ""疯狂动物城歌曲免费版"", ""version"": [""免费版""]}",music_song_search,"{""ip"": [""疯狂动物城""], ""retext"": ""疯狂动物城歌曲免费版"", ""version"": [""免费版""]}",Y,Y,Y,
音乐,音乐86,music_song_search,播放清早起来歌曲,music_song_search,"{""retext"": ""播放清早起来歌曲"", ""tag"": [""清早起来""]}",music_song_search,"{""retext"": ""播放清早起来歌曲"", ""tag"": [""清早起来""]}",Y,Y,Y,
音乐,音乐87,music_song_search,适合在婚礼仪式上放的歌,music_song_search,"{""retext"": ""适合在婚礼仪式上放的歌"", ""tag"": [""婚礼""]}",music_song_search,"{""retext"": ""适合在婚礼仪式上放的歌"", ""tag"": [""婚礼""]}",Y,Y,Y,
音乐,音乐89,music_song_search,‌扬琴演奏乐‌,music_song_search,"{""retext"": ""‌扬琴演奏乐‌"", ""tag"": [""扬琴""]}",music_song_search,"{""retext"": ""‌扬琴演奏乐‌"", ""tag"": [""扬琴""]}",Y,Y,Y,
音乐,音乐90,music_song_search,放一首留什么给你,music_song_search,"{""retext"": ""放一首留什么给你"", ""song"": [""留什么给你""]}",music_song_search,"{""retext"": ""放一首留什么给你"", ""song"": [""留什么给你""]}",Y,Y,Y,
音乐,音乐91,music_song_search,放一首由小柯作曲的音乐,music_song_search,"{""composer"": [""小柯""], ""retext"": ""放一首由小柯作曲的音乐""}",music_song_search,"{""composer"": [""小柯""], ""retext"": ""放一首由小柯作曲的音乐""}",Y,Y,Y,
音乐,音乐88,music_song_search,陈少琪作词久石让作曲林忆莲演唱的电影主题曲,music_song_search,"{""composer"": [""久石让""], ""lyricist"": [""陈少琪""], ""retext"": ""陈少琪作词久石让作曲林忆莲演唱的电影主题曲"", ""singer"": [""林忆莲""], ""tag"": [""电影""]}",music_song_search,"{""composer"": [""久石让""], ""lyricist"": [""陈少琪""], ""retext"": ""陈少琪作词久石让作曲林忆莲演唱的电影主题曲"", ""singer"": [""林忆莲""], ""tag"": [""电影""]}",Y,Y,Y,
音乐,音乐92,music_song_search,来点香港商台榜的歌,fan_knowledge_agent,,fan_knowledge_agent,"{""query"": ""搜索香港商台榜的歌曲""}",Y,Y,Y,
音乐,音乐94,music_song_search,我要听我是歌手的歌,music_song_search,"{""ip"": [""我是歌手""], ""retext"": ""我要听我是歌手的歌""}",music_song_search,"{""ip"": [""我是歌手""], ""retext"": ""我要听我是歌手的歌""}",Y,Y,Y,
音乐,音乐95,music_song_search,公主请开心这首歌,music_song_search,"{""retext"": ""公主请开心这首歌"", ""song"": [""公主请开心""]}",music_song_search,"{""retext"": ""公主请开心这首歌"", ""song"": [""公主请开心""]}",Y,Y,Y,
音乐,音乐96,music_song_search,听一个爵士风格的歌,music_song_search,"{""retext"": ""听一个爵士风格的歌"", ""tag"": [""爵士""]}",music_song_search,"{""retext"": ""听一个爵士风格的歌"", ""tag"": [""爵士""]}",Y,Y,Y,
