域,row,intent,query,gold_tool,gold_params,pred_tool,pred_params,tool_ok,param_ok,both_ok,param_diff
影视,影视32,vod_keyword_search,陈晓卿导演的纪录片,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""director"", ""value"": ""陈晓卿""}, {""field"": ""category"", ""value"": ""纪录片""}]}, ""retext"": ""陈晓卿导演的纪录片""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""director"", ""value"": ""陈晓卿""}, {""field"": ""category"", ""value"": ""纪录片""}]}, ""retext"": ""陈晓卿导演的纪录片""}",Y,Y,Y,
影视,影视35,vod_keyword_search,美国大片,vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""美国""}, {""field"": ""category"", ""value"": ""电影""}]}, ""retext"": ""美国大片""}",vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""美国""}, {""field"": ""category"", ""value"": ""电影""}]}, ""retext"": ""美国大片""}",Y,Y,Y,
影视,影视36,vod_keyword_search,播放好莱坞电影,vod_search_all,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""company"", ""value"": ""好莱坞""}, {""field"": ""category"", ""value"": ""电影""}]}, ""retext"": ""播放好莱坞电影""}",vod_search_all,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""company"", ""value"": ""好莱坞""}]}, ""retext"": ""播放好莱坞电影""}",Y,Y,Y,
影视,影视38,vod_keyword_search,台湾偶像剧,vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""台湾""}, {""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""tag"", ""value"": ""偶像""}]}, ""retext"": ""台湾偶像剧""}",vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""台湾""}, {""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""tag"", ""value"": ""偶像""}]}, ""retext"": ""台湾偶像剧""}",Y,Y,Y,
影视,影视37,vod_keyword_search,港台电影,vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""operator"": ""or"", ""values"": [""香港"", ""台湾""]}, {""field"": ""category"", ""value"": ""电影""}]}, ""retext"": ""港台电影""}",vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""operator"": ""or"", ""values"": [""香港"", ""台湾""]}, {""field"": ""category"", ""value"": ""电影""}]}, ""retext"": ""港台电影""}",Y,Y,Y,
影视,影视39,vod_keyword_search,美国科幻电影,vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""美国""}, {""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""value"": ""科幻""}]}, ""retext"": ""美国科幻电影""}",vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""美国""}, {""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""value"": ""科幻""}]}, ""retext"": ""美国科幻电影""}",Y,Y,Y,
影视,影视40,"vod_quality_search（优质媒资意图，当语料中没有显示出明显的排序维度但是要求优质媒资时进入此意图  如包含：口碑好、值得看、必看、高品质、经典、好看
的、耐看的）",好看的内地恋爱综艺,vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""内地""}, {""field"": ""category"", ""value"": ""综艺""}, {""field"": ""tag"", ""value"": ""恋爱体验""}]}, ""retext"": ""好看的内地恋爱综艺"", ""sort"": {""hot"": {""order"": ""desc""}}}",vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""内地""}, {""field"": ""category"", ""value"": ""综艺""}, {""field"": ""tag"", ""value"": ""恋爱体验""}]}, ""retext"": ""好看的内地恋爱综艺"", ""sort"": {""hot"": {""order"": ""desc""}}}",Y,Y,Y,
影视,影视20,vod_vague_search,我要看小兵张嘎高清版,vod_fuzzy_search,"{""query"": ""我要看小兵张嘎高清版""}",vod_fuzzy_search,"{""query"": ""我要看小兵张嘎高清版""}",Y,Y,Y,
影视,影视17,vod_vague_search,射雕英雄传八三版的,vod_fuzzy_search,"{""query"": ""射雕英雄传八三版的""}",vod_fuzzy_search,"{""query"": ""射雕英雄传八三版的""}",Y,Y,Y,
影视,影视41,vod_keyword_search,我要看免费的影片,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""我要看免费的影片""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""我要看免费的影片""}",Y,Y,Y,
影视,影视42,"vod_quality_search（优质媒资意图，当语料中没有显示出明显的排序维度但是要求优质媒资时进入此意图  如包含：口碑好、值得看、必看、高品质、经典、好看
的、耐看的）",免费又好看的电视剧,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""免费又好看的电视剧"", ""sort"": {""hot"": {""order"": ""desc""}}}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""免费又好看的电视剧"", ""sort"": {""hot"": {""order"": ""desc""}}}",Y,Y,Y,
影视,影视43,vod_keyword_search,播放不要VIP的鬼片儿,vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""value"": ""恐怖""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""播放不要VIP的鬼片儿""}",vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""value"": ""恐怖""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""播放不要VIP的鬼片儿""}",Y,Y,Y,
影视,影视44,vod_keyword_search,不用花钱就能看的连续剧,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""不用花钱就能看的连续剧""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""不用花钱就能看的连续剧""}",Y,Y,Y,
影视,影视45,vod_keyword_search,帮我放VIP能看的电影,vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""is_fee"", ""value"": 1}]}, ""retext"": ""帮我放VIP能看的电影""}",vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""is_fee"", ""value"": 1}]}, ""retext"": ""帮我放VIP能看的电影""}",Y,Y,Y,
影视,影视46,vod_keyword_search,VIP的视频,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""operator"": ""or"", ""values"": [""电影"", ""电视剧""]}, {""field"": ""is_fee"", ""value"": 1}]}, ""retext"": ""VIP的视频""}",vod_search,"{""action"": ""search"", ""query"": {""field"": ""is_fee"", ""value"": 1}, ""retext"": ""VIP的视频""}",Y,N,N,"query: gold={""and"": [{""field"": ""category"", ""operator"": ""or"", ""values"": [""电影"", ""电视剧""]}, {""field"": ""is_fee"", ""value"": 1}]} pred={""field"": ""is_fee"", ""value"": 1}"
影视,影视49,vod_keyword_search,获得香港电影金像奖的电影,vod_search,,vod_search_all,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""area"", ""value"": ""香港""}, {""field"": ""category"", ""value"": ""电影""}, {""field"": ""prize"", ""value"": ""香港电影金像奖""}]}, ""retext"": ""获得香港电影金像奖的电影""}",N,Y,N,
影视,影视53,vod_keyword_search,播放吴石将军的电视剧,vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""role"", ""value"": ""吴石将军""}, {""field"": ""category"", ""value"": ""电视剧""}]}, ""retext"": ""播放吴石将军的电视剧""}",vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""role"", ""value"": ""吴石将军""}]}, ""retext"": ""播放吴石将军的电视剧""}",Y,Y,Y,
影视,影视47,vod_keyword_search,会员电影,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""is_fee"", ""value"": 1}]}, ""retext"": ""会员电影""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""is_fee"", ""value"": 1}]}, ""retext"": ""会员电影""}",Y,Y,Y,
影视,影视51,vod_keyword_search,有许三多的那部电视剧,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""role"", ""value"": ""许三多""}, {""field"": ""category"", ""value"": ""电视剧""}]}, ""retext"": ""有许三多的那部电视剧""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""role"", ""value"": ""许三多""}]}, ""retext"": ""有许三多的那部电视剧""}",Y,Y,Y,
影视,影视48,vod_keyword_search,奥斯卡获奖的影片,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""prize"", ""value"": ""奥斯卡""}, {""field"": ""category"", ""value"": ""电影""}]}, ""retext"": ""奥斯卡获奖的影片""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""prize"", ""value"": ""奥斯卡""}]}, ""retext"": ""奥斯卡获奖的影片""}",Y,Y,Y,
影视,影视50,vod_keyword_search,金鹰奖获的奖电视剧,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""prize"", ""value"": ""金鹰奖""}, {""field"": ""category"", ""value"": ""电视剧""}]}, ""retext"": ""金鹰奖获的奖电视剧""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""prize"", ""value"": ""金鹰奖""}]}, ""retext"": ""金鹰奖获的奖电视剧""}",Y,Y,Y,
影视,影视60,vod_keyword_search,我想看相声喜剧,vod_search,,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""相声""}, {""field"": ""tag"", ""operator"": ""and"", ""values"": [""喜剧"", ""相声""]}]}, ""retext"": ""我想看相声喜剧""}",Y,Y,Y,
影视,影视61,vod_keyword_search,播安徽民间小调,vod_search,"{""action"": ""play"", ""query"": {""field"": ""title"", ""value"": ""安徽民间小调""}, ""retext"": ""播安徽民间小调""}",music_song_search,"{""retext"": ""播安徽民间小调""}",N,N,N,"action: gold=""play"" pred=; query: gold={""field"": ""title"", ""value"": ""安徽民间小调""} pred="
影视,影视54,vod_vague_search,打开要会员的电视剧,vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""is_fee"", ""value"": 1}]}, ""retext"": ""打开要会员的电视剧""}",vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电视剧""}, {""field"": ""is_fee"", ""value"": 1}]}, ""retext"": ""打开要会员的电视剧""}",Y,Y,Y,
影视,影视56,vod_keyword_search,看免费恐怖悬疑电影,vod_search,"{""action"": ""play"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""operator"": ""and"", ""values"": [""恐怖"", ""悬疑""]}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""看免费恐怖悬疑电影""}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""operator"": ""and"", ""values"": [""恐怖"", ""悬疑""]}, {""field"": ""is_fee"", ""value"": 0}]}, ""retext"": ""看免费恐怖悬疑电影""}",Y,N,N,"action: gold=""play"" pred=""search"""
影视,影视55,vod_keyword_search,综艺节目,vod_search,"{""action"": ""search"", ""query"": {""field"": ""category"", ""value"": ""综艺""}, ""retext"": ""综艺节目""}",vod_search,"{""action"": ""search"", ""query"": {""field"": ""category"", ""value"": ""综艺""}, ""retext"": ""综艺节目""}",Y,Y,Y,
影视,影视57,vod_keyword_search,最新抗日电影,vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""value"": ""抗日""}]}, ""retext"": ""最新抗日电影"", ""sort"": {""new"": {""order"": ""desc""}}}",vod_search,"{""action"": ""search"", ""query"": {""and"": [{""field"": ""category"", ""value"": ""电影""}, {""field"": ""tag"", ""value"": ""抗日""}]}, ""retext"": ""最新抗日电影"", ""sort"": {""new"": {""order"": ""desc""}}}",Y,Y,Y,
